date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:04:46	2912/2912	---M--	200	added ('OK')	text/plain	etag:%22b60-5264ec953b1f0%22	http://www.markusbrunner.de/typo3conf/ext/mbwikifileknowledgebase/doc/WikifileKnowledgeBase_Syntax.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/typo3conf/ext/mbwikifileknowledgebase/doc/WikifileKnowledgeBase_Syntax.txt	(from http://www.markusbrunner.de/medialex/artikel/wiki-syntax/wiki-syntax.html)
13:04:47	238/238	---M--	200	added ('OK')	text/plain	etag:%22ee-5264eb74180b9%22	http://www.markusbrunner.de/fileadmin/content/medialex/Audio/audiokreation.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/Audio/audiokreation.txt	(from http://www.markusbrunner.de/medialex/artikel/audiografie/audio-kreation.html)
13:04:47	1193/1193	---M--	200	added ('OK')	text/plain	etag:%224a9-5264eb747f908%22	http://www.markusbrunner.de/fileadmin/content/medialex/Server/crontab.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/Server/crontab.txt	(from http://www.markusbrunner.de/medialex/artikel/server/crontab.html)
13:04:48	4232/4232	---M--	200	added ('OK')	text/plain	etag:%221088-5264eb73f2ef4%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Anwendungen_Tipps.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Anwendungen_Tipps.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css-anwendungen-tipps.html)
13:04:48	855/855	---M--	200	added ('OK')	text/plain	etag:%22357-5264eb73e2552%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Fonts.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Fonts.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css-fonts.html)
13:04:49	24046/24046	---M--	200	added ('OK')	image/jpeg	etag:%225dee-5264eb54ed435%22	http://www.markusbrunner.de/fileadmin/content/bilder/medialex_logo.jpg	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/bilder/medialex_logo.jpg	(from http://www.markusbrunner.de/medialex/artikel/wiki-syntax/wiki-syntax.html)
13:04:49	4455/4455	---M--	200	added ('OK')	text/plain	etag:%221167-5264eb73fcb36%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Geraeteweiche_iPhone-und-co.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Geraeteweiche_iPhone-und-co.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css-geraeteweiche-iphone-und-co.html)
13:04:49	1125/1125	---M--	200	added ('OK')	text/plain	etag:%22465-5264eb73e8313%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Google_Fonts.TXT	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Google_Fonts.TXT	(from http://www.markusbrunner.de/medialex/artikel/css/css-google-fonts.html)
13:04:50	943/943	---M--	200	added ('OK')	text/plain	etag:%223af-5264eb73ffa16%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Hintergrundbildskalierung.TXT	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Hintergrundbildskalierung.TXT	(from http://www.markusbrunner.de/medialex/artikel/css/css-hintergrundbildskalierung.html)
13:04:50	382/382	---M--	200	added ('OK')	text/plain	etag:%2217e-5264eb74028f6%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_IE_Browserweiche.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_IE_Browserweiche.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css-ie-browserweiche.html)
13:04:50	1434/1434	---M--	200	added ('OK')	text/plain	etag:%2259a-5264eb73f8cb5%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Reset.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Reset.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css-reset.html)
13:04:51	3915/3915	---M--	200	added ('OK')	text/plain	etag:%22f4b-5264eb74028f6%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Sprites.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS_Sprites.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css-sprites.html)
13:04:52	1520/1520	---M--	200	added ('OK')	text/plain	etag:%225f0-5264eb73f5dd5%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS3_Formularvalidierung.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS3_Formularvalidierung.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css3-formularvalidierung.html)
13:04:52	1030/1030	---M--	200	added ('OK')	text/plain	etag:%22406-5264eb73e15b2%22	http://www.markusbrunner.de/fileadmin/content/medialex/Google/Google-Mapplets.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/Google/Google-Mapplets.txt	(from http://www.markusbrunner.de/medialex/artikel/google/google-mapplets.html)
13:04:52	9272/9272	---M--	200	added ('OK')	text/plain	etag:%222438-5264eb73ec193%22	http://www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS3.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/CSS/CSS3.txt	(from http://www.markusbrunner.de/medialex/artikel/css/css3.html)
13:04:52	1435/1435	---M--	200	added ('OK')	text/plain	etag:%2259b-5264eb73c120d%22	http://www.markusbrunner.de/fileadmin/content/medialex/htaccess/htaccess_expire.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/htaccess/htaccess_expire.txt	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-expire.html)
13:04:53	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:52%20GMT	http://www.markusbrunner.de/r=301,L	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/r=301,L	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:53	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:53%20GMT	http://www.markusbrunner.de/NC	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/NC	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:53	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:53%20GMT	http://www.markusbrunner.de/r=301,L/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/r=301,L/index.html	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:53	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:53%20GMT	http://www.markusbrunner.de/NC/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/NC/index.html	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:53	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:53%20GMT	http://www.markusbrunner.de/L,R=301	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/L,R=301	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:53	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:53%20GMT	http://www.markusbrunner.de/R=301,L	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/R=301,L	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:54	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:53%20GMT	http://www.markusbrunner.de/L,R=301/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/L,R=301/index.html	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:54	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:54%20GMT	http://www.markusbrunner.de/R=301,L/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/R=301,L/index-2.html	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:54	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:54%20GMT	http://www.markusbrunner.de/L	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/L	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:54	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:54%20GMT	http://www.markusbrunner.de/-A-Za-z0-9	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/-A-Za-z0-9	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:54	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:54%20GMT	http://www.markusbrunner.de/L/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/L/index.html	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:54	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:54%20GMT	http://www.markusbrunner.de/-A-Za-z0-9/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/-A-Za-z0-9/index.html	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:55	2938/2938	---M--	200	added ('OK')	text/plain	etag:%22b7a-5264eb73b950c%22	http://www.markusbrunner.de/fileadmin/content/medialex/htaccess/htaccess_redirect.TXT	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/htaccess/htaccess_redirect.TXT	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-redirect.html)
13:04:55	957/957	---M--	200	added ('OK')	text/plain	etag:%223bd-5264eb73c026d%22	http://www.markusbrunner.de/fileadmin/content/medialex/htaccess/htaccess_zugriffsschutz.TXT	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/htaccess/htaccess_zugriffsschutz.TXT	(from http://www.markusbrunner.de/medialex/artikel/server/htaccess-zugriffsschutz.html)
13:04:56	3544/3544	---M--	200	added ('OK')	text/plain	etag:%22dd8-5264eb73933a7%22	http://www.markusbrunner.de/fileadmin/content/medialex/HTML/HTML_Formularelemente.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/HTML/HTML_Formularelemente.txt	(from http://www.markusbrunner.de/medialex/artikel/html/html-formularelemente.html)
13:04:56	1425/1425	---M--	200	added ('OK')	text/plain	etag:%22591-5264eb736f182%22	http://www.markusbrunner.de/fileadmin/content/medialex/HTML/HTML_Formularstolperfallen.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/HTML/HTML_Formularstolperfallen.txt	(from http://www.markusbrunner.de/medialex/artikel/html/html-formularstolperfallen.html)
13:04:56	1896/1896	---M--	200	added ('OK')	text/plain	etag:%22768-5264eb731d0f7%22	http://www.markusbrunner.de/fileadmin/content/medialex/HTML/html_Mobile-Optimierung.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/HTML/html_Mobile-Optimierung.txt	(from http://www.markusbrunner.de/medialex/artikel/html/html-mobile-optimierung.html)
13:04:56	947/947	---M--	200	added ('OK')	text/plain	etag:%223b3-5264eb734de3e%22	http://www.markusbrunner.de/fileadmin/content/medialex/HTML/html_select-like-ul.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/HTML/html_select-like-ul.txt	(from http://www.markusbrunner.de/medialex/artikel/html/html-select-like-ul.html)
13:04:57	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:56%20GMT	http://www.markusbrunner.de/get	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/get	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:57	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:57%20GMT	http://www.markusbrunner.de/very	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/very	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:57	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:57%20GMT	http://www.markusbrunner.de/get/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/get/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:57	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:57%20GMT	http://www.markusbrunner.de/very/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/very/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:57	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:57%20GMT	http://www.markusbrunner.de/spin	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/spin	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:58	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:57%20GMT	http://www.markusbrunner.de/spin/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/spin/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:58	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:58%20GMT	http://www.markusbrunner.de/slider	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/slider	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:58	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:58%20GMT	http://www.markusbrunner.de/slider/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/slider/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:58	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:58%20GMT	http://www.markusbrunner.de/form-element	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/form-element	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:59	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:58%20GMT	http://www.markusbrunner.de/to	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/to	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:59	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:59%20GMT	http://www.markusbrunner.de/form-element/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/form-element/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:59	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:59%20GMT	http://www.markusbrunner.de/to/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/to/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:59	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:59%20GMT	http://www.markusbrunner.de/check	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/check	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:59	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:59%20GMT	http://www.markusbrunner.de/check/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/check/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:04:59	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:59%20GMT	http://www.markusbrunner.de/n	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/n	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:05:00	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:04:59%20GMT	http://www.markusbrunner.de/n/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/n/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:05:00	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:04:59%20GMT	http://www.markusbrunner.de/A-Z	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/A-Z	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:05:00	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:00%20GMT	http://www.markusbrunner.de/a-z	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/a-z	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:05:00	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:00%20GMT	http://www.markusbrunner.de/A-Z/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/A-Z/index.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:05:00	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:00%20GMT	http://www.markusbrunner.de/a-z/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/a-z/index-2.html	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:05:01	572/572	---M--	200	added ('OK')	text/plain	etag:%2223c-5264eb7378dc4%22	http://www.markusbrunner.de/fileadmin/content/medialex/HTML/html5_audio.TXT	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/HTML/html5_audio.TXT	(from http://www.markusbrunner.de/medialex/artikel/html/html5-audio.html)
13:05:01	525/525	---M--	200	added ('OK')	text/plain	etag:%2220d-5264eb734325c%22	http://www.markusbrunner.de/fileadmin/content/medialex/HTML/html5_video.TXT	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/HTML/html5_video.TXT	(from http://www.markusbrunner.de/medialex/artikel/html/html5-video.html)
13:05:01	354964/354964	---M--	200	added ('OK')	image/gif	etag:%2256a94-5264eb82a2d37%22	http://www.markusbrunner.de/fileadmin/content/dokumente/studium/zeitungsartikel-BA-Fotoausstellung_Artikel.gif	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/dokumente/studium/zeitungsartikel-BA-Fotoausstellung_Artikel.gif	(from http://www.markusbrunner.de/ueber-mich/studium.html)
13:05:01	5697/5697	---M--	200	added ('OK')	text/plain	etag:%221641-5264eb7312516%22	http://www.markusbrunner.de/fileadmin/content/medialex/HTML/html5.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/HTML/html5.txt	(from http://www.markusbrunner.de/medialex/artikel/html/html5.html)
13:05:01	545/545	---M--	200	added ('OK')	text/plain	etag:%22221-5264eb7284b62%22	http://www.markusbrunner.de/fileadmin/content/medialex/JavaScript/JavaScript_aus-Flash-aufrufen.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/JavaScript/JavaScript_aus-Flash-aufrufen.txt	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-aus-flash-aufrufen.html)
13:05:02	1788/1788	---M--	200	added ('OK')	text/plain	etag:%226fc-5264eb7291684%22	http://www.markusbrunner.de/fileadmin/content/medialex/JavaScript/JavaScript_googleapi_mootools_jquery.txt	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/JavaScript/JavaScript_googleapi_mootools_jquery.txt	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-googleapi-fuer-mootools-oder-jquery.html)
13:05:02	1408/1408	---M--	200	added ('OK')	text/plain	etag:%22580-5264eb72c624b%22	http://www.markusbrunner.de/fileadmin/content/medialex/JavaScript/JavaScript_HTML-Daten-auslesen.TXT	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/fileadmin/content/medialex/JavaScript/JavaScript_HTML-Daten-auslesen.TXT	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-html-daten-auslesen.html)
13:05:02	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:02%20GMT	http://www.markusbrunner.de/lWordCount	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/lWordCount	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:03	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:02%20GMT	http://www.markusbrunner.de/lNumberOfWords-2	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/lNumberOfWords-2	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:03	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:02%20GMT	http://www.markusbrunner.de/lWordCount/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/lWordCount/index.html	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:03	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:03%20GMT	http://www.markusbrunner.de/lNumberOfWords-1	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/lNumberOfWords-1	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:03	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:03%20GMT	http://www.markusbrunner.de/lNumberOfWords-2/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/lNumberOfWords-2/index.html	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:03	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:03%20GMT	http://www.markusbrunner.de/k+0	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+0.18b.delayed	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:03	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:03%20GMT	http://www.markusbrunner.de/lNumberOfWords-1/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/lNumberOfWords-1/index.html	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:03	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:03%20GMT	http://www.markusbrunner.de/k+0/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+0/index.html	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:04	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:03%20GMT	http://www.markusbrunner.de/k+1	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+1	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:04	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:04%20GMT	http://www.markusbrunner.de/k+1/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+1/index.html	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:04	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:04%20GMT	http://www.markusbrunner.de/k+2	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+2	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:04	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:04%20GMT	http://www.markusbrunner.de/k+3	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+3	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:04	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:04%20GMT	http://www.markusbrunner.de/k+2/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+2/index.html	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:04	0/0	---M--	301	error ('TYPO3%20RealURL%20redirect')	text/html	date:Fri,%2028%20Sep%202018%2011:05:04%20GMT	http://www.markusbrunner.de/k+4	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+4	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
13:05:04	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Sep%202018%2011:05:04%20GMT	http://www.markusbrunner.de/k+3/	C:/Users/mbrunner/Downloads/htttrack/markusbrunner.de/www.markusbrunner.de/k+3/index.html	(from http://www.markusbrunner.de/medialex/artikel/javascript/javascript-md5.html)
